,smiles,mol_id,toxic
2446,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,TOX25461,0
2447,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,TOX25462,1
2449,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,TOX25469,0
2451,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TOX9059,0
2452,C=CC(=O)O[Sn](CCCC)(CCCC)CCCC,TOX24796,1
2454,CNC(=O)Oc1ccccc1OC(C)C,TOX1948,0
2456,CCCCCCCCCCO,TOX1946,1
2457,CCCCCCCCCCCCCO,TOX1947,0
2458,CCCCCCCCO,TOX1940,0
2459,CCOCCOCCO,TOX1941,0
2460,CCCCCCCCCC(C)=O,TOX1943,0
2462,CC12CCCC=C1C(=O)OC2=O,TOX7729,0
2463,CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1,TOX7721,1
2464,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,TOX3618,0
2465,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,TOX3616,0
2466,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,TOX3615,0
2467,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,TOX3612,0
2468,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,TOX3613,0
2469,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,TOX3611,0
2470,CC(=O)CC(=O)Nc1ccccc1,TOX4397,1
2471,CC(=O)O,TOX4394,0
2472,CC(=O)OC(C)=O,TOX4395,0
2473,CC(=O)Nc1ccc(C(=O)O)cc1,TOX4392,0
2474,CC(=O)C(C)O,TOX4399,0
2475,COc1ccc(NC(C)=O)cc1N,TOX7620,1
2476,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1,TOX7625,0
2478,CCC(C)S,TOX21396,0
2480,O=C(CCN1CCC(c2ccccc2)C1)c1ccc2c(c1)OCCO2,TOX26285,1
2481,O=[N+]([O-])c1ccc(O)c2ncccc12,TOX26284,1
2482,Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,TOX26287,0
2484,Cc1c(Cn2ccnc2)c2ccccc2n1CCC(=O)O,TOX26281,0
2487,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,TOX26282,0
2488,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12,TOX26289,1
2489,CN1CCN(C(=O)C2CCCCC2)CC1,TOX26288,0
2492,O=[N+]([O-])c1cccc(I)c1,TOX5449,0
2493,CCCCCCCCCCCCCCCCCCO,TOX6935,0
2497,CCCCCCCCCCCCCCCC(=O)OC,TOX9149,0
2498,COC(=O)CC(=O)OC,TOX9145,0
2499,CN1CCOCC1,TOX9146,0
2500,CCCC(C)C,TOX9143,0
2501,[Ni+2].c1cc[cH-]c1.c1cc[cH-]c1,TOX5709,0
2502,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,TOX14042,1
2504,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,TOX26861,0
2506,C/C(=C\c1csc(C)n1)C1C[C@@H]2O[C@]2(C)CCC[C@H](C)C(O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,TOX26862,1
2508,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,TOX26864,0
2509,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,TOX26867,1
2511,CNC(C)CCC=C(C)C,TOX26869,1
2514,CN(C)c1ccc(/N=N/c2ccccc2C(=O)O)cc1,TOX22154,1
2515,CON(C)C(=O)Nc1ccc(Br)cc1,TOX22157,1
2516,CO[C@H]1[C@H]([C@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)NC(=O)CCl)CO2,TOX21141,1
2518,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21,TOX20130,1
2521,CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,TOX14303,1
2522,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,TOX28869,1
2523,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H](C(C)=O)[C@@]4(C)CC[C@@H]32)C1,TOX28868,1
2524,c1cnc2cc3c(cc2n1)C1CNCC3C1,TOX28867,0
2528,CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2cccs2)CC1,TOX28861,1
2531,O=C(O)C(Cl)(Cl)Cl,TOX1378,0
2532,FC(F)(Cl)C(F)(Cl)Cl,TOX1377,0
2533,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,TOX1375,0
2534,BrC(Br)Br,TOX1374,0
2535,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,TOX1373,1
2536,Nc1ccc(Oc2ccc(N)c(N)c2)cc1,TOX1372,1
2537,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,TOX1371,1
2538,O=S1OC[C@@H]2[C@H](CO1)[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,TOX17539,1
2539,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,TOX4479,1
2540,Cc1cc2nc(N)sc2cc1C,TOX4478,1
2541,Nc1cc(Cl)ccc1O,TOX4473,1
2542,Nc1cc(Cl)c([N+](=O)[O-])cc1O,TOX4471,1
2543,Nc1nc2c(Cl)cccc2s1,TOX4470,1
2544,Cc1cc(=O)n(-c2ccccc2)n1C,TOX1117,0
2545,CCOc1ccc(NC(C)=O)cc1,TOX1116,0
2547,CC/C=C/CCO,TOX2138,0
2548,O=Cc1ccc(Cl)cc1Cl,TOX2130,0
2549,c1ccc(SSc2ccccc2)cc1,TOX2131,1
2551,CC/C=C\CCO,TOX2137,0
2553,COc1ccc(OC)c(NC(=O)CC(C)=O)c1,TOX24709,1
2554,COP(=O)(NC(C)=O)SC,TOX3846,0
2557,N#Cc1ccc(Cl)cc1,TOX24703,0
2558,CC(C)CCCC(=O)O,TOX24252,0
2559,COC(=O)c1ccccc1Cl,TOX24701,0
2562,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,TOX23952,1
2567,CCC(Cl)CC(Cl)C(Cl)C(Cl)C(Cl)C(C)Cl,TOX13326,1
2568,C=C[Si](C)(C)O[Si](C)(C)C=C,TOX18810,0
2569,NNC(=O)c1cccc(C(=O)NN)c1,TOX18813,1
2570,O=[N+]([O-])C=Cc1ccccc1,TOX28130,1
2571,COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl,TOX28132,1
2574,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,TOX3262,1
2575,CCCC(C)(COC(N)=O)COC(N)=O,TOX3261,0
2576,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,TOX3260,1
2577,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,TOX3269,0
2578,N#CSCc1ccccc1,TOX156,1
2579,O=C(O[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C(=O)O)c1ccccc1,TOX13401,0
2583,CNC.O=C(O)COc1ccc(Cl)cc1Cl,TOX4896,0
2584,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,TOX2877,1
2585,Cc1ccc(C(C)(C)O)cc1,TOX4890,0
2586,CCCC(=O)OC(=O)CCC,TOX6729,0
2587,CC(C)=CCC/C(C)=C\CO,TOX6728,0
2588,COc1cc(-c2ccc(N)c(OC)c2)ccc1N,TOX5091,1
2589,CCCCCCC(O)CCCCCCCCCCC(=O)O,TOX6725,1
2591,CC(C)=CCC/C(C)=C/CO,TOX6727,1
2592,CC(C)=CCCC(C)CCO,TOX6726,0
2593,CCCCCCCC[N+](C)(C)CCCCCCCC,TOX15491,1
2594,CCCCON=O,TOX29378,0
2595,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2.CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,TOX20724,0
2598,C1CS1,TOX29371,0
2600,O=C(C(=O)c1ccco1)c1ccco1,TOX29373,1
2601,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,TOX26670,1
2603,O=c1cccccc1O,TOX29376,1
2605,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,TOX4270,1
2606,CSc1nc(NC(C)C)nc(NC(C)C)n1,TOX4272,0
2607,CC(C)N(C(=O)CCl)c1ccccc1,TOX4274,1
2608,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,TOX804,1
2609,C[C@@]12C=CC[C@H]1[C@@H]1CC[C@H]3CC(=O)CC[C@]3(C)[C@H]1CC2,TOX20965,1
2610,C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1,TOX26490,1
2611,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,TOX26491,0
2615,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,TOX26497,1
2618,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,TOX10773,1
2619,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,TOX10777,1
2621,CCCCCCCOC(C)=O,TOX27124,1
2624,Brc1ccc(-c2ccccc2)cc1,TOX4640,0
2626,O=C(O)C(Cl)Br,TOX4642,1
2628,Nc1c(Br)cc([N+](=O)[O-])cc1[N+](=O)[O-],TOX4646,1
2629,NC(CCC(=O)O)C(=O)O,TOX29095,0
2630,CC[n+]1ccccc1,TOX29323,1
2635,CCCC[n+]1ccccc1.F[B-](F)(F)F,TOX29097,1
2641,COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,TOX21619,1
2644,Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,TOX21613,0
2646,O=C[C@@H](O)[C@H](O)[C@H](O)CO,TOX21610,0
2647,O=C(Nc1cccc(Cl)c1)OCC#CCCl,TOX21617,1
2648,CSc1nc(N=[N+]=[N-])nc(NC(C)C)n1,TOX21615,1
2650,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,TOX24131,0
2652,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,TOX24132,0
2653,c1ccc2c(c1)sc1ccccc12,TOX27725,0
2654,Oc1ccccc1F,TOX27729,0
2655,Fc1ccccc1-c1ccccc1,TOX27728,0
2656,Oc1cccc(Nc2ccccc2)c1,TOX5431,1
2658,CC(C)=CC(=O)C=C(C)C,TOX1584,0
2659,CC(C)(CCC(=O)O)C(=O)O,TOX1585,0
2660,CC(=O)CCC=C(C)CCC=C(C)C,TOX1586,0
2661,CC(C)(CC(=O)O)C(=O)O,TOX1581,0
2662,CC(=O)C(C)=O,TOX1583,0
2663,CC(=O)C1=C(C)[C@@H]2C[C@]3(C1)[C@@H](CC[C@H]3C)C2(C)C,TOX9353,0
2665,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,TOX9607,0
2666,CC(C)=CC=O,TOX9606,0
2667,CC(C)(C#N)C(C)(C)C#N,TOX6125,0
2668,CN(C)c1ccc(N(C)C)cc1,TOX6124,1
2670,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N,TOX6120,1
2671,CSSC,TOX5117,0
2672,CCOc1ccccc1N,TOX5863,1
2673,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,TOX2727,1
2675,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O,TOX2721,1
2678,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,TOX2722,1
2679,CC(Cl)(Cl)[N+](=O)[O-],TOX1638,0
2680,CCCCCCCCC=O,TOX1639,0
2682,O=[N+]([O-])C(Br)Br,TOX1637,1
2683,CCC(C)C(C)=O,TOX1634,1
2684,CC(C)C=O,TOX1635,0
2685,CC(CCC(=O)O)C(=O)O,TOX1632,0
2686,CCCC(C)C(=O)O,TOX1633,0
2692,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,TOX25660,1
2694,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,TOX25668,0
2695,CCCCCCCC/C=C\CCCCCCCC(=O)NCc1ccc(O)c(OC)c1,TOX25669,1
2696,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,TOX2589,1
2698,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,TOX14518,1
2701,CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,TOX2584,1
2702,Cc1ccc([N+](=O)[O-])cc1N,TOX959,1
2703,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,TOX2586,1
2704,O=P(O)(O)c1ccccc1,TOX24399,0
2706,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,TOX28638,1
2707,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,TOX28639,1
2708,CC(C)c1ccccc1O,TOX24391,0
2709,CNC(=S)NN,TOX24390,1
2710,CC(=N\O)/C(C)=N/O,TOX24393,0
2711,COc1ccc2ccccc2c1,TOX24392,0
2716,O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,TOX25448,0
2717,c1ccc([Bi](c2ccccc2)c2ccccc2)cc1,TOX22498,1
2718,Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,TOX25442,1
2720,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,TOX25440,0
2721,CN1CCOC(c2ccccc2)c2ccccc2C1,TOX25441,1
2722,CCO[Si](C)(OCC)OCC,TOX22490,0
2724,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,TOX25444,0
2725,CC(=O)OC1CC(C)OC(C)O1,TOX480,0
2727,COc1cc(-c2ccc(N=C=O)c(OC)c2)ccc1N=C=O,TOX484,1
2728,O=C(O)CCCCCCCCCCC(=O)O,TOX7297,1
2729,CCC(C)NC(N)=O,TOX7294,0
2731,CCCC[Sn](Cl)(Cl)CCCC,TOX7292,1
2734,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,TOX1127,1
2735,[C-]#N.[Cu+],TOX3986,1
2738,Clc1ccc(Cl)c(Cl)c1,TOX1965,0
2740,O=C(c1ccccc1)c1ccccc1,TOX1961,1
2741,CCOc1cc(C=O)ccc1O,TOX1968,0
2742,COc1cc(C=O)ccc1O,TOX1969,0
2743,CC(C)(C)C(=O)CCl,TOX7749,0
2745,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,TOX3180,1
2748,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,TOX3188,0
2749,CCC(C)(C#N)/N=N/C(C)(C#N)CC,TOX7747,0
2750,CC(S)C(=O)NCC(=O)O,TOX3678,0
2751,Clc1ccc2nsnc2c1NC1=NCCN1,TOX3679,1
2754,O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1,TOX3673,1
2755,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,TOX3674,0
2756,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,TOX3676,1
2758,C=CCCCCCCCCC(=O)O,TOX15001,0
2759,O=C1CCCO1,TOX224,0
2760,[Cd+2],TOX226,1
2761,CC(C)(C)c1ccc(O)cc1,TOX221,1
2762,CC(C)(C)c1cc(O)ccc1O,TOX220,1
2763,CC1CC(=O)O1,TOX223,0
2764,CCCCNC(N)=O,TOX222,1
2765,CCN(CC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,TOX7604,1
2766,Nc1cc(S(=O)(=O)[O-])cc2cc(S(=O)(=O)O)cc(O)c12,TOX7600,0
2768,CC(O)C(CO)C(C)O,TOX21370,0
2769,COCCOCCOCCOCCOCCO,TOX21371,0
2770,O=C(O)c1cc(Cl)cc([N+](=O)[O-])c1Cl,TOX21372,1
2772,CCCCCCCCCCCCCN1CC(C)OC(C)C1,TOX21376,0
2773,COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,TOX21379,1
2774,Clc1cc(Cl)nc(Cl)n1,TOX29143,1
2775,C[n+]1ccn(CCO)c1.F[B-](F)(F)F,TOX29142,0
2778,CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,TOX29146,1
2779,CCCC[N+]1(C)CCCCC1,TOX29337,0
2780,CC[C@H](N)c1ccccc1,TOX29144,0
2782,CCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,TOX29148,0
2783,CC/C=C\CCCCCCCCCCOC(C)=O,TOX15266,0
2784,CC(C)(c1ccccc1)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)c2ccccc2)c1,TOX8985,0
2785,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)OCC,TOX5307,1
2786,CC(=O)c1ccc2c(c1)Cc1ccccc1-2,TOX29316,1
2787,NC(=O)c1cnccn1,TOX1215,0
2788,CCCCC(CC)COCC1CO1,TOX5301,0
2789,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,TOX25636,1
2790,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,TOX5930,1
2791,C=C(C)C(=O)OCC(C)O,TOX5934,0
2793,CCCCCCCCBr,TOX1938,0
2794,CCCCCCCCCCCCO,TOX6918,0
2795,C=CCCCCCCCCCC,TOX6914,0
2796,CCCCCCCCCCCO,TOX6915,0
2797,COCCOCCOCCO,TOX6912,0
2800,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1,TOX26807,1
2801,CC(C)CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,TOX26806,1
2802,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@@]21C,TOX26805,1
2803,COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1,TOX26804,1
2806,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)C[C@H]3O[C@@]312,TOX26808,1
2807,Cc1oc(C)c(C(=O)Nc2ccccc2)c1C,TOX22137,1
2808,c1ccc([Hg]c2ccccc2)cc1,TOX22130,1
2810,CC1=C(/C=C/C(C)=C\C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,TOX20404,1
2811,C=C(C)C(=O)NCCCN(C)C,TOX20154,0
2812,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,TOX20152,0
2813,O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO,TOX20151,0
2817,Oc1ccc(Cc2ccccc2O)cc1,TOX24890,1
2819,CO[Si](CCCn1c(=O)n(CCC[Si](OC)(OC)OC)c(=O)n(CCC[Si](OC)(OC)OC)c1=O)(OC)OC,TOX24896,0
2820,CCC(CO)CO,TOX24897,0
2821,CC(CN)CC(C)(C)CCN,TOX24894,0
2822,CC(C)(C)OC(=O)c1ccc(O)cc1,TOX24895,1
2823,C=Cc1ccc(OC(C)=O)cc1,TOX24898,1
2824,CC(C)CC(C)(N)C#N,TOX24899,0
2825,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C.O=C(O)CCC(=O)O,TOX28849,1
2827,O=S(=O)([O-])c1ccc2cc(O)ccc2c1,TOX9201,0
2828,CNC(=S)[S-],TOX9167,0
2830,CC1(C)C(=O)N(Br)C(=O)N1Cl,TOX9162,1
2831,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,TOX9160,0
2832,[SnH2+2],TOX1351,0
2835,COC(=O)Cl,TOX4185,0
2836,CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,TOX1356,0
2837,CC(=O)Nc1ccc(N)cc1,TOX4455,0
2839,Nc1cccc(N)c1,TOX1139,1
2840,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,TOX1136,1
2841,c1ccc(Nc2ccc3ccccc3c2)cc1,TOX1131,1
2842,CC1=NN(c2ccccc2)C(=O)C1,TOX1130,1
2843,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,TOX4452,1
2844,Nc1ccc(N)cc1,TOX1138,1
2845,CC1=CC[C@H]2C[C@@H]1C2(C)C,TOX9290,0
2847,CCCCCCCCCCCCCCCCCCOCCO,TOX9299,0
2850,COC(=O)C(C)O,TOX7197,0
2851,C1=CCC=C1,TOX7191,0
2853,CC1(C)CNC(=NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,TOX3868,1
2856,CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,TOX3862,0
2857,O=C1OC[C@H](Cc2cccc(O)c2)[C@H]1Cc1cccc(O)c1,TOX28157,1
2859,CCCc1ccc(N)cc1,TOX28154,0
2860,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,TOX17186,1
2861,CCCCc1nc2cccnc2n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,TOX28152,1
2863,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,TOX28159,1
2864,C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,TOX28158,1
2866,O=C(C=Cc1ccccc1)OCC=Cc1ccccc1,TOX27647,1
2867,C=CC(Cl)CCl,TOX2113,0
2868,Oc1ccccc1Cc1ccccc1O,TOX2446,1
2869,CCC(=O)Nc1ccc(Cl)c(Cl)c1,TOX2111,1
2870,NC12CC3CC(CC(C3)C1)C2,TOX2117,0
2871,CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,TOX2442,1
2872,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,TOX2448,1
2874,CC(O)C1CCCCC1,TOX27643,0
2875,CNC1(C)C2CCC(C2)C1(C)C,TOX3240,0
2877,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,TOX3244,1
2878,Cc1cc(O)c2ccccc2c1O,TOX3247,1
2879,COC(=O)N(C(=O)N1CO[C@@]2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,TOX12690,1
2880,C[N+](C)(C)CCCCCC[N+](C)(C)C,TOX25053,0
2882,COC(=O)C1(O)c2ccccc2-c2ccccc21,TOX14729,0
2883,COc1ccc2c3c1O[C@H]1[C@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,TOX28833,0
2887,CCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,TOX28524,1
2894,CCOC(=S)[S-],TOX22315,1
2895,CCCCN(CCCC)C(=S)[S-],TOX24800,1
2898,O=C(O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(C(F)(F)F)c1,TOX26122,1
2899,COc1ccc(-c2cc(=S)ss2)cc1,TOX26651,1
2903,CCCCCCCCCCCCCCCCBr,TOX29356,0
2904,CC1=C(C=O)C(C)(C)CC=C1,TOX29357,0
2905,CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC,TOX26658,1
2907,CCCCC/C(=C/c1ccccc1)CO,TOX29352,1
2908,CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],TOX29350,1
2910,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,TOX20980,1
2911,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,TOX4211,1
2912,Clc1cccc(C(Cl)(Cl)Cl)n1,TOX4216,1
2914,CC(C)COC(=O)COc1ccc(Cl)cc1Cl,TOX21347,0
2916,CCOC(=O)C=CC(=O)O,TOX24485,1
2917,CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,TOX28657,1
2918,Oc1ccc(C2(c3ccc(O)cc3)c3ccccc3-c3ccccc32)cc1,TOX17731,1
2919,N#CCNCC#N,TOX21580,0
2920,Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1,TOX27939,1
2924,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,TOX27295,1
2927,O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,TOX27296,0
